,x,y,plano,plano_ruido,silla,silla_ruido,cubica,cubica_ruido,modulo,modulo_ruido,estimacion_plano_0.1_1,estimacion_plano_0.1_2,estimacion_silla_0.1_1,estimacion_silla_0.1_2,estimacion_cubica_0.1_1,estimacion_cubica_0.1_2,estimacion_modulo_0.1_1,estimacion_modulo_0.1_2,estimacion_plano_0.5_1,estimacion_plano_0.5_2,estimacion_silla_0.5_1,estimacion_silla_0.5_2,estimacion_cubica_0.5_1,estimacion_cubica_0.5_2,estimacion_modulo_0.5_1,estimacion_modulo_0.5_2,estimacion_plano_1_1,estimacion_plano_1_2,estimacion_silla_1_1,estimacion_silla_1_2,estimacion_cubica_1_1,estimacion_cubica_1_2,estimacion_modulo_1_1,estimacion_modulo_1_2
10,-2.9591836734693877,-5.0,3.8775510204081627,8.598560167359873,-16.24323198667222,-13.606569455058043,20.91288493739853,41.38850260162583,7.959183673469388,7.279802704999874,3.5301825795701847,3.5991048840281503,-14.633110743091294,-15.808310321705951,30.070823722875893,22.983226373342895,7.68753576531483,7.739779269451985,3.8874689673646534,3.7882174866925853,-9.992889739844914,-15.963830692991404,41.41464854622198,29.316860302146,7.861501966173341,7.523093452756319,3.9250217222984642,3.8683826736588256,-3.407068872362505,-15.693825034817147,38.89325447473025,40.41937617405821,6.2417800197165185,7.977432207693581
11,-2.7551020408163263,-5.0,3.2653061224489797,0.6369525317584945,-17.409412744689714,-15.016647102777164,15.912842438099766,56.93905147533256,7.755102040816326,7.469341912018933,2.886858347868669,2.929081476176624,-15.80031242203398,-16.837514169221407,24.378544822205996,18.61749389801366,7.497470612209776,7.557526513821342,3.259948063397575,3.13963318385857,-10.832707012011884,-17.096900704901294,37.89964168245125,24.119222237008174,7.728034314122551,7.286770809375294,3.319097978476291,3.2549008167673303,-3.710036621845753,-16.85994549591684,35.88871655292462,36.614968206627786,6.221777556922118,7.7641832173479415
12,-2.5510204081632653,-5.0,2.6530612244897958,3.704169733541236,-18.492294877134526,-25.45919875296602,11.601288578738451,13.514418454882293,7.551020408163265,7.4134905966066915,2.2602622795264247,2.2019313357827652,-16.83331668756756,-17.70485423484166,19.834414577000764,14.812294003581993,7.315267562431167,7.3425560067139575,2.6327103573057746,2.4949104426179165,-11.62054801031826,-18.146767139414482,34.52374775489101,19.432951397855113,7.601769249869458,7.061389092722916,2.7132375593748743,2.641928842574752,-4.003847590685204,-17.94223262637394,32.885769153095985,32.95068395870433,6.2056686728145385,7.566682635945303
13,-2.3469387755102042,-5.0,2.0408163265306127,-3.431066664766665,-19.49187838400666,-24.73466543828273,7.927224200800689,81.93004716238555,7.346938775510204,9.111989911936535,1.6359766160329692,1.41035181199724,-17.793201775422,-18.387999477539324,16.020738436067738,11.268153651256402,7.133523779563644,7.117649564346446,2.0056482406026777,1.8546432618665494,-12.392991467349374,-19.11281454558897,31.264100966159997,15.132026739242637,7.48281578846496,6.8480640245624,2.1074282104771407,2.0293867063817026,-4.288687074156658,-18.94070150610702,29.883409591532573,29.41818952721614,6.193477741863056,7.384912968363069
14,-2.142857142857143,-5.0,1.4285714285714288,-2.1061300102064213,-20.408163265306122,-13.95484618439072,4.839650145772595,-23.455445613883114,7.142857142857142,6.801042413868212,1.0018888409993971,0.5221151259470637,-18.686985791477305,-18.937412691672808,12.794713320287817,7.875284579393793,6.9483704481216195,6.8952948487589785,1.379997995468127,1.2156423446857492,-13.081621347740679,-19.997045986552234,28.125565569311664,11.391273080562907,7.373459005943195,6.6483541960469035,1.5016572317157153,1.4171927349528783,-4.564692613704851,-19.855356723611447,26.880736961115883,26.009226632511982,6.185220718752871,7.2188433758093
15,-1.9387755102040813,-5.0,0.816326530612244,3.407447932553911,-21.241149521032902,-16.769610697884854,2.287567255140287,1.5699320411285722,6.938775510204081,6.421317031443255,0.3484355756248917,-0.43917134355686355,-19.49110710729455,-19.467647712847025,9.998064690247213,4.602128346139876,6.760381104293364,6.691558443955637,0.7551737871280126,0.5791086743679126,-13.754515773839032,-20.797454090707753,25.0603393412456,7.9968749815953775,7.271554009964632,6.462943357160659,0.8959132028536471,0.8052676027525488,-4.831938059642371,-20.686193877978297,23.87695527937071,22.715593787039985,6.18090387046987,7.068429592006247
16,-1.7346938775510203,-5.0,0.204081632653061,-4.965338791696632,-21.990837151187005,-13.113062016567877,0.2199763703898876,-6.052734503188705,6.73469387755102,6.3569453044234505,-0.3376667664115428,-1.3524209966458391,-20.17582105819008,-20.04990017099596,7.5517513517965424,1.5700448922162211,6.5738137270853105,6.508645064802708,0.13228300186789257,-0.056996089854933714,-14.337612288646165,-21.517394507624694,22.087144649588666,5.133132710842443,7.182079955519166,6.2931914261108535,0.29018513594774153,0.19353292268183436,-5.090418743706415,-21.433207713282684,20.871409330205037,19.52919805790764,6.180522611715342,6.933615197405092
17,-1.5306122448979593,-5.0,-0.408163265306122,-8.644019665051694,-22.65722615576843,-13.173044779968873,-1.4141216669924934,-17.237448803781678,6.530612244897959,6.346080552009462,-1.0436326682428865,-2.153263584991165,-20.73748959057804,-20.638187531852303,5.352195581322524,-1.0648782596911484,6.3907363754655915,6.337584537833257,-0.4895932057677542,-0.691287162677425,-14.893132798241453,-22.154218156033384,19.145673620604178,2.60755665389071,7.100861840827337,6.1393968656097675,-0.3155385700401966,-0.41809045440821,-5.340033223632542,-22.09639688329733,17.86360222934763,16.442065108068245,6.184059760383911,6.814332744146704
18,-1.3265306122448979,-5.0,-1.0204081632653064,1.368147859697407,-23.240316534777175,-28.143256703960184,-2.6657260155207445,7.886404310925666,6.326530612244898,6.6491532023825375,-1.732770302809457,-2.83177624792209,-21.186795179730186,-21.1839774025786,3.2500558146464615,-3.0143267142060886,6.214770829940887,6.162381844800761,-1.1106230995356612,-1.3236159405057004,-15.405308638140477,-22.708686165854285,16.22171793512877,0.445739576702319,7.02876045296145,6.002142573501149,-0.9212675476593595,-1.0296759332747067,-5.580564665589589,-22.675771579757264,14.853209202516192,13.446338482938511,6.191483288989493,6.710504778948226
19,-1.1224489795918364,-5.0,-1.6326530612244907,-1.272943460763111,-23.740108288213246,-23.11748719642597,-3.585835833708745,-26.647057188394424,6.122448979591836,7.792105031607188,-2.37370086240277,-3.392692621257348,-21.541477266712178,-21.688388850774395,1.1679817023442876,-4.190105899035544,6.05511430532786,5.967284806773768,-1.7307941612761577,-1.952311857757905,-15.84713471362543,-23.183383095723713,13.311974697949175,-1.3091036376446157,6.968393422013654,5.882515465137219,-1.5270102230405616,-1.6412915361235854,-5.811657601872522,-23.171353728555044,11.84008289486177,10.534255507595185,6.202743655936311,6.622044636496172
20,-0.9183673469387754,-5.0,-2.2448979591836737,-9.27540874104651,-24.156601416076636,-25.02725266243359,-4.225450280070379,-1.8926159317400915,5.918367346938775,4.958054235134343,-2.956218823819757,-3.8723072550081232,-21.811743558976662,-22.167380525098153,-0.8556758773817178,-4.644622343510355,5.919558458640657,5.754548958630275,-2.3510758409049464,-2.5775123220350813,-16.27271216776842,-23.57410177149616,10.362121021036973,-2.78709555580377,6.913340046515172,5.779800750804809,-2.132778332468904,-2.2530083433397374,-6.032791104532654,-23.58316963691334,8.824249330924046,7.698091716897517,6.217771393048318,6.548857770750489
21,-0.7142857142857144,-5.0,-2.8571428571428568,-3.899450483826842,-24.489795918367346,-19.778391745319755,-4.635568513119534,9.64272566914577,5.714285714285714,5.62681493367699,-3.489827871936094,-4.32255952409382,-22.016578856085985,-22.61922215861929,-2.6433634045293295,-4.604123845238668,5.8146600321712505,5.53756036109735,-2.9700364614042036,-3.193596595186538,-16.5651590905008,-23.889887225459887,7.4284196255336195,-3.792146265268267,6.87694948658503,5.698206999917973,-2.7385862766646554,-2.864897269871642,-6.243256561676786,-23.911250065482896,5.805920053720543,4.930122370814428,6.236475234349648,6.490843075433572
22,-0.5102040816326525,-5.0,-3.4693877551020424,0.5549426154957153,-24.73969179508538,-20.795323228472906,-4.8671896913700925,-2.482233204173125,5.5102040816326525,3.445761756931237,-3.9877771346838995,-4.760134982279106,-22.179619598040883,-23.01798024662023,-4.005583642452216,-4.523633959145418,5.743901449931941,5.335615735083631,-3.5874167633624974,-3.7988035858033578,-16.743419494926115,-24.127879809356454,4.471110068155141,-4.442298882833789,6.857133268017579,5.6390416094906985,-3.344447239937178,-3.4770183155439147,-6.442137800418477,-24.155627596058835,2.7855002693806816,2.2225433954350504,6.258742941871762,6.447896980032631
23,-0.3061224489795915,-5.0,-4.0816326530612255,-1.7327792778339135,-24.906289046230736,-23.253731050237246,-4.97131297333594,13.474873941193575,5.3061224489795915,6.127569321907784,-4.478225579720998,-5.207890075061601,-22.32054562254963,-23.307205271713176,-4.888952661030534,-4.669526552095885,5.706451551211136,5.171468238924134,-4.205028553731683,-4.396812402211382,-16.909489181942728,-24.278148255548125,1.4421901420102956,-4.9316185143121665,6.840404763375,5.599253764510292,-3.9503736510678316,-4.0894195871350725,-6.628300214654709,-24.316338540637762,-0.23639035980501139,-0.432630745938548,6.284445530967985,6.419918601315848
24,-0.1020408163265305,-5.0,-4.6938775510204085,-10.044397459887469,-24.989587671803417,-26.79408268071122,-4.998937517530961,10.272349389882226,5.1020408163265305,4.536879315527689,-5.000300608314389,-5.678819936089075,-22.435772851499475,-23.467867361145718,-5.390297226350114,-4.793138312875512,5.699688444402217,5.067903018189847,-4.822502795132299,-4.986861884786854,-17.043270085762927,-24.34120789261645,-1.6214358486304579,-5.260937698754009,6.828350196271116,5.580068129318075,-4.556379084784667,-4.7021401760590065,-6.800390108400396,-24.39342164751652,-3.258879849542207,-3.0437137772228886,6.31344812894503,6.406818325772553
25,0.1020408163265305,-5.0,-5.3061224489795915,-8.332389362775622,-24.989587671803417,-33.52348322057691,-5.001062482469039,19.88852985944193,5.1020408163265305,6.984634516551996,-5.575094929699406,-6.183199796086969,-22.499650634295524,-23.497849898670957,-5.704089264967138,-4.750243684201297,5.717880633413072,5.036099223906807,-5.436545145341803,-5.566274128650049,-17.034343675865145,-24.325776495598067,-4.68309534538923,-5.450984826854779,6.835154389805037,5.587399313147885,-5.162539729420292,-5.309964311340719,-6.797811994430174,-24.381805771899803,-6.288861379522586,-5.648150558249903,6.317408804258469,6.41260619670661
26,0.3061224489795915,-5.0,-5.9183673469387745,-2.9167450532963914,-24.906289046230736,-15.829421328756242,-5.02868702666406,-23.726481214029985,5.3061224489795915,5.794620267543854,-6.187359771120746,-6.724533656724945,-22.4903712648914,-23.37294307008049,-6.1516534606775615,-4.64609969192902,5.757354135627795,5.076396812470344,-6.046469203427061,-6.139706044652406,-16.883945523158655,-24.23222540762649,-7.751257168640608,-5.675075658668244,6.860689058927484,5.62129520348938,-5.768911688162965,-5.912543834824129,-6.620999429642926,-24.281469788443076,-9.323549824778654,-8.290770274136406,6.296244915195415,6.437307966920191
27,0.5102040816326534,-5.0,-6.53061224489796,-14.559680443606176,-24.73969179508538,-23.468661807643507,-5.1328103086299075,-23.822016092829315,5.510204081632653,3.5701966429008234,-6.823142478308606,-7.282332714196868,-22.384138802189224,-23.097259859737257,-6.931037279207174,-4.69420030685573,5.817321253552975,5.18762465206055,-6.655402159752851,-6.713979327645191,-16.703090423071636,-24.0516132457102,-10.801588765758892,-6.055532127913178,6.890591138793827,5.675619839550924,-6.375417054362539,-6.515076659186436,-6.430709325336267,-24.097673993913258,-12.353560944344764,-10.963457302616737,6.278262945217039,6.476892773312281
28,0.7142857142857144,-5.0,-7.142857142857143,-3.001517248246661,-24.489795918367346,-26.649946916286197,-5.364431486880466,-19.811051519424197,5.714285714285714,5.68353449562021,-7.480213230822278,-7.864029846156537,-22.171819610331475,-22.73386170674396,-8.021259048652588,-5.2882730409349135,5.9009276845773275,5.364439356702897,-7.264124036720298,-7.290426138625135,-16.511185902707265,-23.78268637643668,-13.798699927016715,-6.6254165107701635,6.9231242082512665,5.749174325799116,-6.982022194763251,-7.117631361062367,-6.228307822978926,-23.830622097938868,-15.378329790023749,-13.674374717525806,6.263590661995338,6.5314154966769475
29,0.9183673469387754,-5.0,-7.755102040816326,-5.75663464494779,-24.156601416076636,-16.468619727743626,-5.774549719929621,-24.33501212346858,5.918367346938775,5.938881049132206,-8.137753478813751,-8.496190381703386,-21.868928318434534,-22.357921171938195,-9.366531512126677,-6.5844416620284925,6.014916584286884,5.596597735188861,-7.869951161109346,-7.870530272045955,-16.20819318992637,-23.436771270029954,-16.787232230670757,-7.488049181270355,6.971451170373648,5.845123153868388,-7.5886990393302565,-7.720259847400129,-6.014932451160414,-23.480516697686202,-18.397471703584298,-16.43150695261297,6.2523530935324505,6.600944638675374
30,1.1224489795918373,-5.0,-8.367346938775512,-4.4592667312834,-23.740108288213243,-21.756572712383242,-6.4141641662912585,14.354445667958185,6.122448979591837,5.7022847367121035,-8.7791073586237,-9.187569758079128,-21.486750881318308,-22.010183677506145,-10.941210990786706,-8.50630230535522,6.160494168135366,5.875506085192847,-8.472592281684213,-8.45726140318652,-15.776030504778525,-23.01848397656451,-19.813421810011988,-8.73890481286114,7.037384572231884,5.96162019069804,-8.195426750312139,-8.323007047274439,-5.791492917726048,-23.047551435856974,-21.41075661240002,-19.24275534095717,6.244661618520717,6.685554709606303
31,1.3265306122448983,-5.0,-8.979591836734695,-10.097692563455832,-23.240316534777175,-21.976490131137687,-7.334273984479259,22.021202575565333,6.326530612244898,6.7335868045886835,-9.418134677998328,-9.919600069815628,-21.021481412941718,-21.687257174167698,-12.72509375520944,-10.599753780901665,6.331921380113594,6.183781366169006,-9.075367014976816,-9.04901817848284,-15.328415235709038,-22.516187711335398,-22.81833566691308,-10.300045680955552,7.107752695919878,6.0950673697166975,-8.802188909970331,-8.92590969934174,-5.558686068636297,-22.53191097938943,-24.418103267897326,-22.116010506340604,6.240608861542757,6.78532028235459
32,1.5306122448979593,-5.0,-9.591836734693878,-9.993872509641301,-22.65722615576843,-16.47116152627992,-8.585878333007507,-38.01550490196979,6.530612244897959,6.936543155665329,-10.077194294770079,-10.639610134691184,-20.479494276438572,-21.32572539943446,-14.672298979634828,-12.295817046444217,6.520158841337266,6.485656161161056,-9.676981944493305,-9.64683424107921,-14.811466779740988,-21.936298783912985,-25.851222730066002,-12.254876053048381,7.188934494097432,6.245738678976094,-9.408972294831196,-9.528997746321187,-5.317014928604996,-21.93376615196644,-27.4195956298836,-25.059237033821475,6.240267588177282,6.900312396460999
33,1.7346938775510203,-5.0,-10.204081632653061,-12.172460021892176,-21.990837151187005,-15.503071528964458,-10.219976370389887,6.611788863032999,6.73469387755102,6.770840035195994,-10.748351916652435,-11.333889282423529,-19.865380494855597,-20.867503059088737,-16.863125743300756,-13.585053388927339,6.719836594446997,6.7464684679566815,-10.278669427161136,-10.249216256371275,-14.250586416272089,-21.275536942223365,-28.905016838609672,-14.592503412475445,7.278620931040564,6.412801121444241,-10.015767631798049,-10.132299012166893,-5.066811662130752,-21.25327150390464,-30.415485653043262,-28.080508395722145,6.243691629846328,7.030596035588985
34,1.9387755102040813,-5.0,-10.816326530612244,-17.49069803167504,-21.241149521032902,-19.23896661671617,-12.287567255140287,-39.309397573138206,6.938775510204081,6.9660597340807255,-11.412669807971985,-12.013092648843942,-19.17597001546187,-20.31965887562409,-19.418088855818457,-14.81393227584404,6.92626321630743,6.965153104877672,-10.88149840793502,-10.854846489343318,-13.661005354411595,-20.53117040993613,-31.983195525223802,-17.30389246922236,7.376283262718606,6.596063549801897,-10.622569704258293,-10.735841819305548,-4.80826246815941,-20.49056578264076,-33.40617543044314,-31.18798818477278,6.250917818471159,7.176228462209334
35,2.1428571428571432,-5.0,-11.42857142857143,-20.721326889688,-20.408163265306122,-28.939431071740096,-14.8396501457726,0.4338873280995852,7.142857142857143,6.256361525398936,-12.069154974695465,-12.685735262578666,-18.40151849206344,-19.741424847519056,-22.437061399723905,-16.441410379707555,7.137114211699512,7.155765933093206,-11.483094808286895,-11.466461278588119,-12.98058892317574,-19.710957802109,-35.149480190239714,-20.533454398741956,7.486082350618659,6.793486396570269,-11.229374719109561,-11.339651294347236,-4.541432730644561,-19.64577428299111,-36.392221200597525,-34.38995694431354,6.26196819983042,7.337258024446067
36,2.3469387755102042,-5.0,-12.040816326530614,-4.686920662038382,-19.49187838400666,-21.15922738745832,-17.927224200800687,-25.877147547244416,7.346938775510204,5.6475712681523085,-12.7238503628539,-13.31628405391991,-17.521882098395857,-19.145053748146783,-26.073777174578858,-18.850201754497125,7.34996839013884,7.3400220372188905,-12.086552170903119,-12.080243968752843,-12.2830897860789,-18.80372753665936,-38.368822195889614,-24.162258786443196,7.603474977690296,7.00565374705093,-11.836177896111343,-11.943745778439634,-4.266289619336083,-18.719008808840073,-39.374321277782684,-37.69480324334206,6.276852065921141,7.513723109732392
37,2.5510204081632653,-5.0,-12.653061224489797,-12.476034143567892,-18.492294877134526,-11.887442469143604,-21.60128857873845,-48.06432550414412,7.551020408163265,7.611245041464477,-13.363219975026952,-13.89074928571983,-16.521928257862683,-18.419237861942733,-30.396882556368027,-22.49247795314756,7.5619236094406,7.532410504172113,-12.688145424119936,-12.699945469435335,-11.500802413113485,-17.81844630528358,-41.6980176778714,-28.352507938428552,7.730553023138468,7.229528181813892,-12.442973224216665,-12.548137618627397,-3.9827219462000265,-17.71036603772554,-42.35330726554329,-41.11102321871554,6.295568138814092,7.705652276844615
38,2.755102040816327,-5.0,-13.265306122448981,-19.564637363878255,-17.40941274468971,-17.107155510308246,-25.912842438099787,-17.441710950061008,7.755102040816327,7.544799868090669,-13.961725980665074,-14.389024136368564,-15.409703726686226,-17.390752630223357,-35.433374304839255,-27.30183578744709,7.770110987255897,7.73617569385349,-13.291384309193,-13.32136620490293,-10.702825896580201,-16.744191950468807,-45.11917335202443,-32.98210440641473,7.865303022949057,7.465999250361036,-13.049757801037352,-13.15284352015217,-3.690558482208064,-16.619927611463623,-45.33012266968341,-44.64719369657747,6.318106179575679,7.913064130838787
39,2.959183673469388,-5.0,-13.877551020408164,-18.847178319019484,-16.243231986672217,-24.33440853064502,-30.912884937398545,-25.10363426917824,7.959183673469388,8.395702692688124,-14.444579776135482,-14.79425825375298,-14.122707238412179,-15.96480884145339,-41.37704453919239,-33.06828644681342,7.978047952418577,7.9497850873550595,-13.894051836691558,-13.94635103898282,-9.85310616073358,-15.585861171344119,-48.661418538171894,-38.148119232374945,8.00759980057935,7.712641339440069,-13.656530602956591,-13.757882517413902,-3.389586276514231,-15.447764540310548,-48.305814243596146,-48.31197358495044,6.344447750979481,8.135966318734868
40,3.163265306122449,-5.0,-14.489795918367347,-7.269147497102635,-14.993752603082047,-10.248536445237955,-36.652415235148624,-63.57354162835987,8.16326530612245,9.47081822163438,-14.872057814713525,-15.142745925882046,-12.829656917933892,-14.405595609659809,-47.74104491675134,-39.49424513066007,8.18608291170294,8.172118187316137,-14.497688346239523,-14.572795425987822,-8.971908894177776,-14.3401061444925,-52.33704392787855,-43.83341699653992,8.157483846489237,7.9686105591674075,-14.263290632651572,-14.363272318229566,-3.079565123201531,-14.19393716146304,-51.281538278965805,-52.114140127307415,6.3745668507142685,8.374355123573341
41,3.36734693877551,-5.0,-15.10204081632653,-18.150094532559123,-13.660974593919201,-5.0367568648229994,-43.18243248986391,-57.108989909866885,8.36734693877551,8.806017972606524,-15.273714074039258,-15.463926084201702,-11.526741847455009,-12.80544057875198,-54.47301158836727,-46.43695766433658,8.395452549013072,8.397092855665917,-15.10159410807305,-15.200857360781313,-8.050277283310512,-13.008048005078459,-56.15753748023671,-50.07860393377917,8.313998986601458,8.23207577287806,-14.870037988605699,-14.969031927134575,-2.760239035555167,-12.858492472265793,-54.25854650248588,-56.062583942705075,6.408430325583412,8.628215321214473
42,3.571428571428571,-5.0,-15.714285714285714,-19.650140657688713,-12.244897959183675,-18.940840796780734,-50.5539358600583,15.387016784154767,8.571428571428571,7.562190173011761,-15.669724191247932,-15.773530065954633,-10.153671052678636,-11.210396845698668,-61.585143602450536,-54.07897625882938,8.608905854597282,8.616271419278869,-15.705925763906986,-15.829954011177133,-7.090539031603719,-11.589378769186974,-60.13090081483744,-56.90064609361965,8.476412853053425,8.5015832997973,-15.476775661042875,-15.575186073218344,-2.4313513882425,-11.441473317684093,-57.23815392111358,-60.166265927801554,6.445998547611172,8.897521239319337
43,3.775510204081632,-5.0,-16.326530612244895,-13.469582680884496,-10.745522698875472,-11.709861833420486,-58.81792450424566,-89.51100826360677,8.775510204081632,8.663319452769688,-16.111087892973448,-16.081213494531415,-8.716958034981666,-9.650104097017541,-68.98661912968429,-62.382575669087295,8.824181084689203,8.830587267548434,-16.310801814330944,-16.459594088484618,-6.094936983182301,-10.084143594783223,-64.26305035136892,-64.31698726470361,8.644045743823256,8.775666097301876,-16.083507039755915,-16.181759770710944,-2.0926559749402442,-9.942922137887471,-60.221719128557595,-64.43420252180783,6.487225950545929,9.18223818299196
44,3.979591836734695,-5.0,-16.938775510204085,-13.590068449944354,-9.162848812994577,-5.006214381588169,-68.02539758093997,-69.28159456624391,8.979591836734695,9.638758735426139,-16.59393986568591,-16.384911142486175,-7.2762042224972125,-8.060410630384405,-76.63192829630837,-71.27661186689856,9.035041079985646,9.047819470125338,-16.91530611484091,-17.090026917995953,-5.060537961093794,-8.493829296580358,-68.53726692241696,-72.34118749280827,8.81446667069131,9.053540904512243,-16.690234500922795,-16.78877507561707,-1.7439232118068764,-8.362876590865211,-63.21062706094111,-68.87545703391645,6.532060968949245,9.48232309131557
